,Unnamed: 0,X,Y,LandUse,Latitude,Longitude,red,green,blue,nir,swir1,swir2,NDVI,NBR,NDWI_2,SCI,PNDVI,CVI,CCCI,NBR2,bs,pv,npv,NDVI_coeff_var
24,24,569024.8303,6196238.208,Naturalgrassland,-34.37292552,-56.24926725,504,658,366,2777,2201,1130,0.6927765925022858,0.42155106219605837,-0.6168850072780204,-0.11570912012856568,0.29012775842044136,3.232619802108258,0.6927765925022858,0.3215250675472831,6.0,76.0,15.0,0.18833665108547082
25,25,569108.7224,6196892.5660000015,Naturalgrassland,-34.36701918,-56.24840759,735,765,466,2827,2782,1612,0.5873104997192589,0.2737102951115116,-0.5740534521158129,-0.008022820467106437,0.1796369705820989,3.550506215558119,0.5873104997192589,0.26627218934911245,3.0,63.0,31.0,0.3059737934026408
26,26,569254.8378,6198317.557999998,Naturalgrassland,-34.35415939,-56.2469336,880,795,429,3025,2746,1596,0.5492957746478874,0.30924042415061676,-0.5837696335078534,-0.048345174146595046,0.1795671670891012,4.211858708120723,0.5492957746478874,0.26485490557346847,9.0,56.0,31.0,0.17424013783855516
27,27,570180.4394,6193643.96,Naturalgrassland,-34.39624154,-56.23648717,568,709,317,4039,2228,1076,0.7534187106576948,0.5792766373411534,-0.7013479359730412,-0.2889739907451731,0.43404935203266465,4.563832728907597,0.7534187106576948,0.3486682808716707,15.0,81.0,0.0,0.0677543047163817
28,28,578406.7362,6214251.082,Naturalgrassland,-34.20982616,-56.14887605,737,715,356,3499,2417,1294,0.6520302171860245,0.4600459002712289,-0.6606549596582819,-0.18289384719405002,0.3186357640851705,5.04428187197418,0.6520302171860245,0.30261385071409325,9.0,67.0,20.0,0.08558594590992177
29,29,578554.1828,6221319.105,Naturalgrassland,-34.14607804,-56.14791661,593,627,336,3066,2307,1270,0.6758677234216999,0.41420664206642066,-0.6604386677497969,-0.14126186487995535,0.32669839896148856,4.6247872835634105,0.6758677234216999,0.2899077439194856,5.0,71.0,20.0,0.08421104046782245
30,30,578507.4066,6215207.452000001,Naturalgrassland,-34.2011944,-56.14787015,544,672,331,3186,2206,1179,0.7083109919571046,0.45979381443298967,-0.6516329704510109,-0.18175074183976261,0.34629199239383057,3.8380102040816326,0.7083109919571046,0.303397341211226,10.0,76.0,9.0,0.08871317322053153
31,31,578866.0673,6217082.632,Naturalgrassland,-34.18425763,-56.14414843,683,625,273,3042,2052,1055,0.6332885906040269,0.48498901635342934,-0.6591218980092719,-0.19434628975265017,0.31602855288773524,5.31887616,0.6332885906040269,0.3208883167042163,11.0,58.0,27.0,0.07151217085754702
32,32,578695.8597,6195764.707,Naturalgrassland,-34.37650489,-56.14404879,590,725,337,4064,2274,1159,0.74645466265578,0.556193758376412,-0.6972228022551681,-0.2824234774376775,0.42197340797760674,4.561731272294887,0.74645466265578,0.32478881444800467,14.0,81.0,0.0,0.10836129028658781
33,33,578824.3244,6193130.491,Naturalgrassland,-34.40024872,-56.14240945,853,679,491,2395,2484,1679,0.4747536945812808,0.17574864997545409,-0.5582303188028627,0.018241442918630866,0.08420099592575826,4.4311351918809825,0.4747536945812808,0.19337016574585636,10.0,43.0,45.0,0.35360624558799686
34,34,579564.0706,6195527.268999998,Naturalgrassland,-34.37857954,-56.13458444,479,536,261,2655,1714,889,0.6943203573707721,0.4983069977426637,-0.6640551551237857,-0.21538109407187,0.3508013228186212,4.426601832256627,0.6943203573707721,0.3169419900115252,8.0,67.0,20.0,0.12543529887178095
35,35,580368.4158,6219880.259,Naturalgrassland,-34.1589149,-56.12810613,607,734,366,3262,2593,1364,0.686223830447144,0.4102896670990056,-0.6326326326326326,-0.11426131511528607,0.312940229422419,3.6751961927106147,0.686223830447144,0.3105888299216578,8.0,76.0,12.0,0.05930518242364077
36,36,581442.2339,6220031.264,Naturalgrassland,-34.15746989,-56.11647198,632,709,364,3136,2383,1311,0.6645435244161358,0.41038902630987184,-0.6312093628088427,-0.13643776046385214,0.29560008262755627,3.9427629053017714,0.6645435244161358,0.2902003248511099,9.0,71.0,15.0,0.05998423657820464
37,37,582064.9528,6219158.986000001,Naturalgrassland,-34.16528693,-56.10963454,629,769,327,3697,2410,1187,0.7092001849283402,0.5139230139230139,-0.6556202418271384,-0.2107417717373506,0.3637034304684618,3.9323070002925453,0.7092001849283402,0.34000556018904643,15.0,76.0,4.0,0.06115279975881059
38,38,582613.0576,6218708.131,Naturalgrassland,-34.16930927,-56.10364553,614,775,377,3475,2572,1282,0.6996820738566887,0.4610048349800294,-0.6352941176470588,-0.14933024640317513,0.32608280862430833,3.5523829344432882,0.6996820738566887,0.33471717695900366,12.0,78.0,6.0,0.07197667946001442
39,39,583806.9364,6218200.579,Naturalgrassland,-34.17379084,-56.09064424,604,724,349,3496,2451,1202,0.7053658536585365,0.4882928905917412,-0.656872037914692,-0.1757188498402556,0.35163348153875895,4.028387411861665,0.7053658536585365,0.34191075828086503,11.0,77.0,9.0,0.08133155923043686
40,40,584511.6295,6218536.147000001,Naturalgrassland,-34.17070796,-56.08303148,625,693,323,3012,2467,1233,0.6563101457244982,0.41908127208480567,-0.625910931174089,-0.0994707063332725,0.29464861379755,3.9198415821792447,0.6563101457244982,0.3335135135135135,8.0,69.0,20.0,0.05818489738222248
41,41,584780.084,6217445.551,Naturalgrassland,-34.18052061,-56.0800123,541,663,355,2984,2319,1197,0.693049645390071,0.42740971059555133,-0.63641349054017,-0.1254007165755233,0.31366938146599166,3.672561076873028,0.693049645390071,0.3191126279863481,6.0,75.0,15.0,0.05204122297572627
42,42,586697.4005,6197970.738,Naturalgrassland,-34.35597317,-56.05725119,524,639,313,3035,2090,1072,0.7055352627142456,0.4779644509374239,-0.6521502449646163,-0.18439024390243902,0.34559964531146087,3.894827843779771,0.7055352627142456,0.3219481340923466,9.0,74.0,12.0,0.1600878210601337
43,43,586772.3581,6203175.1839999985,Naturalgrassland,-34.30903733,-56.05696153,762,766,388,3098,2609,1416,0.6051813471502591,0.37261852015950375,-0.6035196687370601,-0.0856842474154547,0.2357399282010371,4.023266911629365,0.6051813471502591,0.2963975155279503,9.0,63.0,24.0,0.10313263500205806
44,44,587490.0952,6190241.299,Naturalgrassland,-34.42560359,-56.04784354,786,761,503,3162,2872,1964,0.601823708206687,0.23371049551307063,-0.612031608462911,-0.04806098773616175,0.21335379892555642,4.29155910422865,0.601823708206687,0.18775847808105872,7.0,65.0,23.0,0.2996973058485757
45,45,590706.8910000001,6198553.872,Naturalgrassland,-34.35037151,-56.01371909,644,682,279,3031,2315,1114,0.6495238095238095,0.46248492159227983,-0.6326420684082952,-0.1339319117096895,0.3075927523727351,4.19665293556127,0.6495238095238095,0.35024788568095655,12.0,65.0,20.0,0.1178783720577484
46,46,591012.1728,6189950.203,Naturalgrassland,-34.42792398,-56.00948669,706,767,413,3415,2670,1422,0.6573647173016258,0.4120322513954931,-0.6331898613103778,-0.12243221035332785,0.28843614412375024,4.098308824404332,0.6573647173016258,0.30498533724340177,8.0,72.0,16.0,0.07112344159878192
47,47,591633.5596,6190571.59,Naturalgrassland,-34.42226603,-56.00279139,610,772,321,3973,2321,1175,0.7337988217324897,0.5435120435120435,-0.674604847207587,-0.2624721957419765,0.3999295278365046,4.066434669387098,0.7337988217324897,0.32780320366132726,16.0,79.0,0.0,0.0713091615577045
48,48,592468.5045,6189842.6170000015,Naturalgrassland,-34.42876469,-55.9936275,664,828,386,3719,2725,1312,0.6970111795573808,0.4784337109918505,-0.6358038266989223,-0.154252017380509,0.32892621046989456,3.601916030712502,0.6970111795573808,0.35001238543472873,14.0,78.0,5.0,0.0966619244327003
49,49,592916.5866,6214998.447000002,Naturalgrassland,-34.20189307,-55.9914682,550,733,338,3373,2353,1137,0.7196023451440224,0.4957871396895787,-0.6429615197272285,-0.17813482361159622,0.35082098518221866,3.4527972841431707,0.7196023451440224,0.3484240687679083,13.0,79.0,3.0,0.098164151847827
50,50,592823.5827,6190197.695,Naturalgrassland,-34.42553113,-55.98980209,528,770,398,3895,2488,1178,0.7612480217047253,0.5355805243445693,-0.669882100750268,-0.22042926523578255,0.3933106778751565,3.4686456400742114,0.7612480217047253,0.35733769776322966,9.0,87.0,0.0,0.1563431410387536
51,51,593453.4957,6214931.333,Naturalgrassland,-34.2024502,-55.98563405,682,800,424,3233,2922,1442,0.6515964240102171,0.3831016042780749,-0.6032729977684106,-0.050528025995125916,0.2582214438606733,3.445165625,0.6515964240102171,0.3391384051329056,5.0,72.0,20.0,0.1151185478492087
52,52,593711.0753,6202381.3670000015,Naturalgrassland,-34.31559149,-55.98147549,958,964,608,2879,3154,2051,0.5006515506906437,0.16795131845841785,-0.4983086130627114,0.045582628874523454,0.06452209280828249,2.967926258156712,0.5006515506906437,0.21191162343900097,9.0,53.0,33.0,0.5796217060632851
53,53,594368.3638,6214271.102999999,Naturalgrassland,-34.2083211,-55.97563323,792,847,480,3355,3045,1679,0.6180371352785146,0.33293603496225666,-0.5968586387434555,-0.0484375,0.2257946656923639,3.7038286388935737,0.6180371352785146,0.28916172734970363,5.0,68.0,22.0,0.10717618024933981
54,54,594502.591,6214908.682999998,Naturalgrassland,-34.20255976,-55.97424605,550,699,348,3205,2423,1162,0.7070572569906791,0.4678268834440119,-0.641905737704918,-0.13894811656005687,0.33486047480216574,3.60774947247345,0.7070572569906791,0.3517433751743375,9.0,78.0,10.0,0.08370329051281701
55,55,595101.7981,6200753.925,Naturalgrassland,-34.33013947,-55.96618224,625,685,336,3205,2415,1222,0.6736292428198434,0.4479331375649424,-0.6478149100257069,-0.14056939501779359,0.32137703566274994,4.26900740582876,0.6736292428198434,0.3280175969205389,8.0,71.0,18.0,0.1705830122389009
56,56,595192.3663,6199829.51,Naturalgrassland,-34.33846657,-55.96509547,674,746,433,3038,2582,1486,0.6368534482758621,0.34305923961096374,-0.6057082452431289,-0.08113879003558719,0.24228174197505623,3.679340755701543,0.6368534482758621,0.2694198623402163,6.0,69.0,20.0,0.09600363238868259
57,57,595399.4952,6198823.455,Naturalgrassland,-34.34751905,-55.96273225,611,652,297,3090,2133,1076,0.669818967846528,0.48343734997599613,-0.6515232495991449,-0.18322802986789202,0.32903225806451614,4.441242613572208,0.669818967846528,0.32938610158928017,11.0,67.0,19.0,0.06076279782128618
58,58,595456.8762,6202322.187000001,Naturalgrassland,-34.31596587,-55.96249692,673,690,420,3095,2635,1496,0.6427813163481954,0.34829013286865607,-0.6354029062087186,-0.08027923211169284,0.2689626896268963,4.37499474900231,0.6427813163481954,0.2757201646090535,3.0,69.0,25.0,0.2878562113469118
59,59,595640.885,6214892.294,Naturalgrassland,-34.20260361,-55.96189069,680,703,335,3256,2457,1271,0.6544715447154471,0.43848022973271483,-0.6448598130841121,-0.1398564677052337,0.30920788098110175,4.480047914950962,0.6544715447154471,0.31813304721030045,9.0,68.0,20.0,0.08203027640233343
60,60,595724.7771,6214456.056,Naturalgrassland,-34.20652952,-55.96093197,677,812,410,3492,2739,1399,0.6752218757495803,0.4279288489061542,-0.6226765799256505,-0.12084737602311026,0.29549248747913187,3.585509233419884,0.6752218757495803,0.3238279362010633,10.0,75.0,10.0,0.0879931276617293
61,61,595710.1886,6196027.214,Naturalgrassland,-34.3727038,-55.95904286,500,634,290,3232,2099,1027,0.7320471596998929,0.5177271660014088,-0.6720124159337817,-0.21253048208591258,0.38831615120274915,4.020340534784902,0.7320471596998929,0.3429302623160589,11.0,78.0,8.0,0.06334348052964991
62,62,595782.3645,6201819.16,Naturalgrassland,-34.32047163,-55.95890376,762,789,388,3542,2763,1394,0.645910780669145,0.4351701782820097,-0.6356499653659663,-0.12355273592386995,0.29246487867177523,4.33560313627974,0.645910780669145,0.32932403175366853,8.0,69.0,19.0,0.14405252571351174
63,63,596890.8114,6214478.905,Naturalgrassland,-34.20621563,-55.94827939,667,716,353,3480,2516,1326,0.6783216783216783,0.44818976279650435,-0.6587225929456625,-0.16077384923282187,0.3343558282208589,4.527714490808651,0.6783216783216783,0.30973451327433627,9.0,73.0,14.0,0.0958581823863978
64,64,596991.0661,6189187.118,Naturalgrassland,-34.43426025,-55.94433950000001,644,841,339,4467,2499,1156,0.7479945216200352,0.5888315845634003,-0.6831198191409193,-0.28251507321274766,0.4201239866475918,4.067333916788376,0.7479945216200352,0.3674418604651163,15.0,80.0,0.0,0.07347785144264962
65,65,597478.6037,6214999.035,Naturalgrassland,-34.20147070000001,-55.94195864,764,862,481,3359,3169,1715,0.6293960708222168,0.32400472999605834,-0.5915659796256811,-0.029105392156862746,0.22905232345407978,3.4537335608658437,0.6293960708222168,0.2977067977067977,5.0,71.0,21.0,0.11014060707952347
66,66,597674.3999,6189696.512,Naturalgrassland,-34.42960276,-55.93696131,544,547,282,3032,1911,994,0.6957494407158836,0.5062096373571784,-0.6943280245878737,-0.22678535302447905,0.3766174801362088,5.512561453699588,0.6957494407158836,0.3156626506024096,6.0,68.0,23.0,0.06299514519118234
67,67,598046.5148,6192314.448,Naturalgrassland,-34.40596225,-55.93321185,878,810,479,3014,2786,1662,0.5488180883864338,0.2891360136869119,-0.5763598326359832,-0.039310344827586205,0.16348195329087048,4.033366864807194,0.5488180883864338,0.2526978417266187,8.0,57.0,32.0,0.2505146413688627
68,68,598078.1881,6191330.301,Naturalgrassland,-34.41483305,-55.93275458,986,967,562,3407,2896,1978,0.5511040291372639,0.26536675951717736,-0.5578417924096937,-0.08107250515627479,0.15062478892266126,3.5924944042759566,0.5511040291372639,0.18834632745178498,20.0,62.0,12.0,0.2444865062139201
69,69,598227.2792,6190112.7239999985,Naturalgrassland,-34.42579744,-55.93099275,868,819,504,3012,2854,1817,0.5525773195876289,0.24746324290743424,-0.572435395458105,-0.026934878963518583,0.1577935806265616,3.8976863592248208,0.5525773195876289,0.22200813530293298,9.0,59.0,29.0,0.11248450232766344
70,70,598282.767,6193033.1510000015,Naturalgrassland,-34.39945945,-55.93072417,748,761,397,3317,2579,1447,0.631980319803198,0.39252728799328296,-0.6267778322707209,-0.1251696065128901,0.27015125406854296,4.284279105748195,0.631980319803198,0.28117237953303525,9.0,67.0,19.0,0.08261911987914403
71,71,598282.5756,6192264.751,Naturalgrassland,-34.40638793,-55.9306381,675,641,356,2594,2440,1293,0.5870296726827776,0.3347054283509133,-0.60370942812983,-0.030591974572904253,0.21612751992498827,4.261452829408028,0.5870296726827776,0.3072595767479239,4.0,59.0,35.0,0.06770109188221578
72,72,598507.8095,6211651.859,Naturalgrassland,-34.23155543,-55.93040789,488,562,282,2816,1983,970,0.7046004842615012,0.48758584257791865,-0.6672587329780936,-0.17357782871431549,0.35776277724204436,4.350907409987209,0.7046004842615012,0.3430409752793769,7.0,72.0,18.0,0.09646058414076816
73,73,600680.6460000001,6193369.667,Naturalgrassland,-34.39619441,-55.90467993,597,655,321,3325,2293,1128,0.6955634880163182,0.49337525263867055,-0.6708542713567839,-0.1836952652189391,0.35769701919150676,4.6268282734106405,0.6955634880163182,0.34054370067231804,9.0,72.0,16.0,0.07534405190886892
74,74,600799.8302,6193592.971,Naturalgrassland,-34.39416934,-55.90340979,552,749,309,3861,2207,1075,0.7498300475866757,0.5644246353322528,-0.675054229934924,-0.27257745550428475,0.41144214951562785,3.7990520516006208,0.7498300475866757,0.3449116392443632,15.0,80.0,0.0,0.065259219419743
75,75,602705.5608,6193816.264,Naturalgrassland,-34.39196844,-55.88270775,469,565,253,3351,1877,894,0.7544502617801047,0.5787985865724382,-0.7114402451481103,-0.2819433817903596,0.445019404915912,4.923232829508968,0.7544502617801047,0.3547455792132804,9.0,76.0,11.0,0.07649567039511072
76,76,608749.493,6193480.62,Naturalgrassland,-34.39437675,-55.81692768,477,616,348,3462,2037,1079,0.7578065498857578,0.5247742787932174,-0.6978911230995586,-0.2591380250954719,0.4121966143177646,4.351951214370046,0.7578065498857578,0.30744544287548137,10.0,83.0,2.0,0.19383029211889158
77,77,610926.0463,6212757.427,Naturalgrassland,-34.22033686,-55.79573803,670,709,391,3078,2409,1355,0.6424759871931697,0.3886758402887435,-0.6255611301822023,-0.12192454893384364,0.2698019801980198,4.102522275558456,0.6424759871931697,0.28002125398512223,8.0,68.0,20.0,0.09963478206770762
78,78,611158.0272,6195156.073,Naturalgrassland,-34.37901417,-55.79094784,637,677,372,3016,2384,1271,0.6512455516014235,0.40704455330067646,-0.6333604115894936,-0.11703703703703704,0.28285835814547,4.1917312672774365,0.6512455516014235,0.3045143638850889,6.0,68.0,22.0,0.09618267308477686
79,79,613603.9775,6196498.1,Naturalgrassland,-34.36664838,-55.76452663,746,692,429,2575,2536,1530,0.5507377295995182,0.2545676004872107,-0.57636975818794,-0.007630600665231853,0.15938766321476813,4.011472986067025,0.5507377295995182,0.24741760944417118,5.0,55.0,37.0,0.0692646415446446
80,80,615392.2924,6198673.919,Naturalgrassland,-34.34683286,-55.74537471,893,935,545,3417,3222,1832,0.585614849187935,0.3019622785292437,-0.5703125,-0.02937189335743335,0.18031088082901556,3.4903840544482256,0.585614849187935,0.27502967946181245,7.0,65.0,24.0,0.10706952932317365
81,81,615581.9283,6202576.546,Naturalgrassland,-34.31162462,-55.7438379,561,653,280,3513,1974,955,0.7245949926362297,0.572515666965085,-0.6865098415746519,-0.2804811372334609,0.40323547034152185,4.62183725015185,0.7245949926362297,0.3479003072721065,13.0,72.0,11.0,0.0749834110316265
82,82,615730.8435,6204981.085,Naturalgrassland,-34.28992797,-55.74254300000001,671,835,353,4269,2350,1241,0.7283400809716599,0.549546279491833,-0.6728056426332288,-0.28992294908596467,0.39327676240208875,4.108428412635806,0.7283400809716599,0.3088276246170983,15.0,79.0,0.0,0.0944518797691541
83,83,615875.0167,6205895.493,Naturalgrassland,-34.28166729,-55.7410998,502,713,328,3828,2181,1027,0.7681293302540416,0.5769309989701339,-0.6859722528077516,-0.2740888666999501,0.4254328802830013,3.7800416626505555,0.7681293302540416,0.35972568578553615,12.0,84.0,0.0,0.05814261171862446
84,84,615949.3592,6198613.147999999,Naturalgrassland,-34.34731858,-55.73931098,777,782,440,3835,2643,1472,0.663052905464007,0.4452609760693424,-0.6612518951700238,-0.18400740969435012,0.3147068906410696,4.87273598419686,0.663052905464007,0.28456865127582015,10.0,73.0,14.0,0.061856565351540355
85,85,616453.0531,6205790.162000001,Naturalgrassland,-34.28255232,-55.73480696,665,767,324,3636,2334,1186,0.6907695884677982,0.5080879303193696,-0.6516011810129457,-0.21809045226130652,0.3486646884272997,4.110122745793309,0.6907695884677982,0.3261363636363636,15.0,72.0,8.0,0.0938867452365953
86,86,616898.7229,6205662.9339999985,Naturalgrassland,-34.28364936,-55.72994881,597,721,357,3395,2269,1232,0.7009018036072144,0.46747352496217853,-0.6496598639455783,-0.1987994350282486,0.33925049309664695,3.8989133215733274,0.7009018036072144,0.29620108540417023,12.0,76.0,6.0,0.05105850124067771
87,87,617232.3871,6198416.284,Naturalgrassland,-34.34894911,-55.72533709,570,744,324,3817,2346,1069,0.7401413266469113,0.5624232501023332,-0.6737557553168165,-0.23868245984098654,0.3994500458295142,3.9305302636142905,0.7401413266469113,0.3739385065885798,17.0,80.0,0.0,0.07870806033562695
88,88,617327.7517,6205574.362000002,Naturalgrassland,-34.28439955,-55.72527656,592,765,385,3468,2477,1247,0.7083743842364532,0.47104984093319197,-0.6385542168674698,-0.1666947014297729,0.33128598848368523,3.5081481481481482,0.7083743842364532,0.33029001074113856,12.0,79.0,4.0,0.058346186853527535
89,89,617522.1289,6197981.717,Naturalgrassland,-34.3528344,-55.72212796,793,853,469,3495,2826,1529,0.6301305970149254,0.3913216560509554,-0.6076356945722171,-0.10583768391077361,0.24598930481283424,3.8090993926683154,0.6301305970149254,0.29781859931113663,9.0,69.0,17.0,0.17008229588058327
90,90,617940.7845,6205900.533,Naturalgrassland,-34.28138925,-55.71866228,537,634,308,2901,2096,1056,0.68760907504363,0.46626231993934797,-0.6413012729844413,-0.1610966579947969,0.32465753424657534,3.875640617381007,0.68760907504363,0.3299492385786802,9.0,72.0,16.0,0.08656021380489011
91,91,617907.0114,6197687.991,Naturalgrassland,-34.35543892,-55.71790355,600,698,317,3780,2217,1109,0.726027397260274,0.5463284925342606,-0.6882536846806611,-0.2606303151575788,0.40129749768303985,4.655134194300539,0.726027397260274,0.33313289236319904,13.0,76.0,7.0,0.07081674958249057
92,92,618656.2005,6218109.208,Naturalgrassland,-34.17123066,-55.71256781,640,754,389,4096,2493,1304,0.7297297297297297,0.5170370370370371,-0.6890721649484536,-0.24328426164820155,0.3934342575267903,4.611022381076346,0.7297297297297297,0.31314195417434815,13.0,82.0,0.0,0.06896837938620128
