,Unnamed: 0,X,Y,LandUse,Latitude,Longitude,red,green,blue,nir,swir1,swir2,NDVI,NBR,NDWI_2,SCI,PNDVI,CVI,CCCI,NBR2,bs,pv,npv,NDVI_coeff_var
93,93,618996.322,6193336.946,Naturalgrassland,-34.39454358,-55.70545775,518,576,294,3228,1809,1041,0.7234383342231714,0.5122979620520028,-0.6971608832807571,-0.28171530673019657,0.3986135181975737,5.039858217592593,0.7234383342231714,0.2694736842105263,7.0,72.0,14.0,0.09008557255927906
94,94,619262.405,6202094.004,Naturalgrassland,-34.31555859,-55.70377991,603,716,314,3502,2268,1097,0.7062119366626066,0.522939769515112,-0.6605026078710289,-0.21386481802426344,0.3639727361246349,4.1191481227177675,0.7062119366626066,0.3479940564635958,13.0,74.0,9.0,0.07724248149424073
95,95,619398.6414,6197856.512999998,Naturalgrassland,-34.35374858,-55.70171096,679,733,392,3119,2548,1349,0.6424433912585571,0.39615040286481645,-0.6194184839044652,-0.1007587788953591,0.2671135486491976,3.9416422074526003,0.6424433912585571,0.30767256864254555,7.0,69.0,21.0,0.058534319595488826
96,96,619527.565,6200718.677,Naturalgrassland,-34.32792817,-55.70070752,650,782,382,4088,2437,1273,0.7256226255804137,0.5250886028725984,-0.6788501026694045,-0.25302681992337167,0.3852931209759404,4.34520967288283,0.7256226255804137,0.3137466307277628,15.0,81.0,0.0,0.05559503940862245
97,97,619611.5356,6204026.746,Naturalgrassland,-34.2980925,-55.70025476,528,612,276,3392,2033,955,0.7306122448979592,0.5606165171382562,-0.6943056943056943,-0.2505069124423963,0.41098169717138106,4.781750608740228,0.7306122448979592,0.3607764390896921,11.0,74.0,12.0,0.10560955556144708
98,98,619659.4657,6200532.464,Naturalgrassland,-34.32959187,-55.69924814,658,864,405,4440,2734,1329,0.7418595527657905,0.5392615704628185,-0.6742081447963801,-0.23780317814329524,0.39469137741479504,3.9136445473251027,0.7418595527657905,0.3458035934038888,11.0,84.0,0.0,0.07271157794879018
99,99,619733.485,6197783.2,Naturalgrassland,-34.35437091,-55.69806062,650,707,377,3481,2481,1290,0.6853062212539337,0.45923286522741563,-0.6623686723973257,-0.1677289500167729,0.33499520613614575,4.526667053450142,0.6853062212539337,0.3158313444709626,8.0,74.0,15.0,0.04920314971016588
100,100,620255.6267,6198062.323,Naturalgrassland,-34.35179381,-55.69242342,527,682,328,3868,2072,1036,0.7601820250284415,0.5774877650897227,-0.7002197802197803,-0.3023569023569024,0.4312673450508788,4.382564649426819,0.7601820250284415,0.3333333333333333,14.0,82.0,0.0,0.09081675855881464
101,101,620971.1785,6198018.731000002,Naturalgrassland,-34.3521035,-55.68463866,827,875,419,3989,2919,1488,0.65656146179402,0.4566368449881322,-0.6402138157894737,-0.15489287782281413,0.3057283142389525,4.308771265306122,0.65656146179402,0.32471068754254595,12.0,72.0,12.0,0.064632738725158
102,102,621248.6259,6199661.905,Naturalgrassland,-34.33725617,-55.68185447,602,724,345,4349,2256,1070,0.756816804685922,0.6050931906255766,-0.7145673171693279,-0.3168811506434519,0.4448504983388704,4.994692622325326,0.756816804685922,0.3565844858689116,15.0,81.0,0.0,0.09783913519402182
103,103,621649.7899,6198403.791,Naturalgrassland,-34.34855231,-55.67731615,628,700,352,3105,2319,1233,0.663541387623895,0.4315352697095436,-0.6320630749014454,-0.14491150442477876,0.29780564263322884,3.9794693877551017,0.663541387623895,0.30574324324324326,9.0,70.0,17.0,0.07033477145056904
104,104,621821.9742,6198191.092,Naturalgrassland,-34.35044976,-55.67541428,751,836,442,3349,2869,1512,0.6336585365853659,0.37790578070355896,-0.6004778972520908,-0.07719523962688968,0.24544440312383786,3.598674194729974,0.6336585365853659,0.30974663318876966,8.0,70.0,19.0,0.09524963379695019
105,105,622146.0858,6198474.69,Naturalgrassland,-34.34785467,-55.67193134,729,757,438,2893,2481,1463,0.597459966869133,0.3282828282828283,-0.5852054794520548,-0.07666542612579084,0.2011625493045464,3.6803083156937713,0.597459966869133,0.2581135902636917,9.0,63.0,24.0,0.06627125983156706
106,106,622649.6158,6223579.297,Naturalgrassland,-34.12144873,-55.67002220000001,790,915,394,4266,2723,1476,0.6875,0.48589341692789967,-0.6467863346844238,-0.22077550436400056,0.3404556166535742,4.025369524321419,0.6875,0.29697547035008337,17.0,77.0,0.0,0.06436382687440356
107,107,622767.322,6224863.707,Naturalgrassland,-34.10985427,-55.66892759,830,760,407,3106,2783,1460,0.5782520325203252,0.36049058256679806,-0.6068287635799275,-0.05484802173543896,0.21732314324906918,4.463261772853186,0.5782520325203252,0.31180768324298846,5.0,59.0,33.0,0.13296191285908357
108,108,622634.2839,6198423.221,Naturalgrassland,-34.34826103,-55.66661718,645,792,357,4046,2564,1222,0.7250053293540822,0.5360668185269551,-0.6725919801570897,-0.22420574886535552,0.3856164383561644,4.160401362105907,0.7250053293540822,0.3544638140517697,16.0,80.0,0.0,0.07245607134794459
109,109,622877.3676,6198230.779,Naturalgrassland,-34.34996726,-55.66394727,749,727,370,3462,2544,1316,0.6442650201852291,0.4491419003767267,-0.6529004535688708,-0.15284715284715283,0.3044461190655614,4.906141384862514,0.6442650201852291,0.31813471502590673,8.0,67.0,23.0,0.10875309391099237
110,110,623507.1345,6224992.102000001,Naturalgrassland,-34.10860945,-55.66092653,490,688,326,3772,2120,1066,0.7700610042233693,0.559322033898305,-0.6914798206278027,-0.2803801765105227,0.42987111448066717,3.904728907517577,0.7700610042233693,0.3308223477715003,10.0,85.0,0.0,0.10555359353237251
111,111,623359.6081,6199559.0660000015,Naturalgrassland,-34.33793418,-55.65889581,500,698,301,3771,2093,993,0.7658627955982206,0.5831234256926953,-0.6876258670843589,-0.2861527967257845,0.43111954459203033,3.8700421178808058,0.7658627955982206,0.356448476992871,13.0,82.0,0.0,0.06995185221960787
112,112,624391.1446,6200678.283,Naturalgrassland,-34.32772009,-55.64784614,778,806,445,3211,2850,1527,0.6099273000752068,0.35542422963275644,-0.598705501618123,-0.05956112852664577,0.22557251908396947,3.845473465140479,0.6099273000752068,0.3022618231665524,5.0,66.0,25.0,1.0
113,113,624883.1828,6202529.464,Naturalgrassland,-34.31097085,-55.64276765,484,574,265,3047,1948,925,0.7258566978193146,0.5342396777442094,-0.6829605081469208,-0.22002002002002002,0.3945080091533181,4.476040743483592,0.7258566978193146,0.35607379046293075,9.0,74.0,14.0,0.11897818422868472
114,114,625749.182,6204165.913,Naturalgrassland,-34.29611214,-55.63359733,600,722,326,3906,2311,1124,0.7336884154460719,0.5530815109343936,-0.6879861711322386,-0.2565546083319929,0.40655383507382065,4.495821855265076,0.7336884154460719,0.3455604075691412,14.0,78.0,3.0,0.06542372065890967
115,115,626240.2673,6225195.9410000015,Naturalgrassland,-34.106445,-55.63133065,659,729,373,3483,2541,1287,0.6817962337035248,0.46037735849056605,-0.6538461538461539,-0.15637450199203187,0.32837528604118993,4.319006249047401,0.6817962337035248,0.3275862068965517,9.0,74.0,14.0,0.10233244241746298
116,116,627127.6346,6205888.658,Naturalgrassland,-34.28041215,-55.61887693,564,752,331,4231,2407,1134,0.764754953076121,0.577260018639329,-0.6981737908890226,-0.2747815607110575,0.4396053079278666,4.219747340425531,0.764754953076121,0.3595029652640497,12.0,84.0,0.0,0.08216865517996723
117,117,627285.9981,6205594.6839999985,Naturalgrassland,-34.28304319,-55.61711349,558,741,344,3856,2420,1173,0.7471681014952424,0.5335056671306423,-0.6776158364150533,-0.22880815806246016,0.40243680669212584,3.9186349554983693,0.7471681014952424,0.34706373504035626,13.0,83.0,0.0,0.07250986260069024
118,118,627425.4937,6206441.221,Naturalgrassland,-34.27539381,-55.61572348,529,740,329,4029,2340,1095,0.7678806494076349,0.572599531615925,-0.689662403019501,-0.26519076778144135,0.43202416918429004,3.8921493791088384,0.7678806494076349,0.3624454148471616,11.0,85.0,0.0,0.04896092464887352
119,119,628613.3399,6208021.677999998,Naturalgrassland,-34.26099824,-55.60305846,750,745,308,3752,2479,1295,0.6668147490004442,0.4868238557558946,-0.6686680008894819,-0.20430107526881722,0.3508550855085509,5.070041890004955,0.6668147490004442,0.3137254901960784,11.0,68.0,16.0,0.11943510948865732
120,120,628888.241,6224317.292,Naturalgrassland,-34.11404375,-55.60249903,652,690,342,2955,2349,1281,0.6384807319101746,0.3951841359773371,-0.6213991769547325,-0.11425339366515837,0.2739814615218797,4.046754883427851,0.6384807319101746,0.29421487603305785,9.0,66.0,21.0,0.10831801423210888
121,121,629167.1651,6224596.216,Naturalgrassland,-34.11149451,-55.59951698,640,711,335,3018,2308,1163,0.6500820120284309,0.44367376225783306,-0.6186645213193885,-0.13330829891100263,0.28316326530612246,3.820850172396399,0.6500820120284309,0.3298761163929703,10.0,67.0,19.0,0.09027996705048769
122,122,629151.022,6208815.537000001,Naturalgrassland,-34.25377425,-55.59733875,580,640,320,3437,2298,1152,0.711227284042818,0.4979298322074526,-0.6860436595535934,-0.1986050566695728,0.38115330520393814,4.866845703125,0.711227284042818,0.33217391304347826,8.0,75.0,14.0,0.10788245340512131
123,123,629283.9171,6209557.541,Naturalgrassland,-34.24706795,-55.59600694,665,779,394,3388,2682,1409,0.6718480138169257,0.41254951011048574,-0.6261099112071035,-0.11630971993410213,0.2965939533103712,3.712702338833401,0.6718480138169257,0.311170862869714,9.0,75.0,12.0,0.09200570706712498
124,124,629592.2964,6223674.4739999985,Naturalgrassland,-34.11975233,-55.59477128,686,567,320,2078,2114,1204,0.5036179450072359,0.26630103595368676,-0.5712665406427221,0.008587786259541985,0.13831826896740618,4.434080170705685,0.5036179450072359,0.2742616033755274,12.0,46.0,40.0,0.3018562367690555
125,125,629746.7703,6209712.93,Naturalgrassland,-34.24560932,-55.59100515,600,693,339,3440,2434,1217,0.7029702970297029,0.47734593085677474,-0.6646503750302444,-0.17126319373510385,0.35646687697160884,4.297770531536766,0.7029702970297029,0.3333333333333333,9.0,76.0,11.0,0.07886106927909103
126,126,630112.6924,6223087.746,Naturalgrassland,-34.12497758,-55.58904201,569,662,300,3072,1995,1054,0.687448503158473,0.4890935530780417,-0.64542046063203,-0.21255180580224986,0.33478166413208776,3.988572576007886,0.687448503158473,0.308625778943916,12.0,70.0,13.0,0.05820435067856638
127,127,630169.6307,6223343.44,Naturalgrassland,-34.12266515,-55.58846305,576,679,359,2961,2165,1205,0.6743002544529262,0.42150744119059047,-0.6269230769230769,-0.15528677331252438,0.29442622950819675,3.6993152452818725,0.6743002544529262,0.28486646884273,10.0,72.0,14.0,0.1042941532728275
128,128,630108.2129,6210189.212,Naturalgrassland,-34.24127009,-55.58715285,671,790,388,3714,2677,1370,0.6939566704675029,0.46105428796223447,-0.6492007104795737,-0.16225942731966828,0.3352507639762718,3.9931004646691237,0.6939566704675029,0.32295527551272546,12.0,77.0,7.0,0.10195534339126416
129,129,630436.9832,6222084.333,Naturalgrassland,-34.13398387,-55.58537558,696,735,343,2582,2290,1295,0.5753508236729713,0.33195769925199897,-0.5568284594513114,-0.05993431855500821,0.1854912764003673,3.326525059003193,0.5753508236729713,0.2775453277545328,13.0,58.0,24.0,0.12285087801931568
130,130,630330.7318,6211181.323,Naturalgrassland,-34.23229753,-55.58488685,826,869,490,3242,3037,1778,0.5939036381514258,0.29163346613545815,-0.5772318170761372,-0.03264851090938047,0.19476690620969228,3.5461206285811904,0.5939036381514258,0.26147455867082037,7.0,66.0,22.0,0.08926426450153958
131,131,630685.1644,6211226.57,Naturalgrassland,-34.23184513,-55.58104635,540,642,378,2942,2141,1212,0.6898334290637564,0.41646605681271065,-0.6417410714285714,-0.157584103875664,0.30697467792092403,3.854485107869683,0.6898334290637564,0.27706531464360273,7.0,74.0,15.0,0.1598792596004335
132,132,631128.4681,6220710.488,Naturalgrassland,-34.14628374,-55.57767069,660,780,378,3264,2269,1289,0.6636085626911316,0.4337799253239622,-0.6142433234421365,-0.17983011024760528,0.2845336481700118,3.540828402366864,0.6636085626911316,0.27543563799887577,15.0,71.0,8.0,0.1095628218272425
133,133,631094.1089,6211291.811000002,Naturalgrassland,-34.23120547,-55.57661722,568,746,348,3839,2409,1159,0.7422282732017246,0.5362144857943177,-0.6745910577971647,-0.22887323943661972,0.39574622795855297,3.918219781641498,0.7422282732017246,0.35033632286995514,14.0,82.0,0.0,0.08912093538611612
134,134,632183.2303,6210272.957,Naturalgrassland,-34.24025337,-55.56463919,621,741,343,3845,2458,1242,0.7218987908643081,0.5116964812266562,-0.6768425643262101,-0.22005394256703156,0.3855855855855856,4.3486206953072495,0.7218987908643081,0.3286486486486486,13.0,79.0,3.0,0.07134928382573538
135,135,632617.0069,6220369.329,Naturalgrassland,-34.14917148,-55.56147705,681,734,379,3232,2620,1346,0.6519294658829543,0.4119702927042377,-0.6298537569339385,-0.10457963089542037,0.2861122164743335,4.085322483647514,0.6519294658829543,0.32123045890065555,7.0,70.0,20.0,0.13029591412966976
136,136,632800.0272,6210024.7,Naturalgrassland,-34.242413,-55.55790516,747,884,449,3675,2973,1598,0.6621438263229308,0.393893419305898,-0.6121956569423119,-0.1055956678700361,0.27715030408340574,3.5129617022583486,0.6621438263229308,0.30080945088602057,12.0,76.0,8.0,0.07203368219288293
137,137,633176.4129,6219703.996,Naturalgrassland,-34.15509875,-55.5553086,712,732,400,2675,2386,1444,0.5795689400649542,0.2988589463462005,-0.5702964484884062,-0.05710333926101561,0.18389024120380615,3.5545253665382663,0.5795689400649542,0.24595300261096606,10.0,60.0,26.0,0.12105796369300191
138,138,633564.9143,6219285.61,Naturalgrassland,-34.15882117,-55.5510309,567,706,308,3695,2224,1125,0.7339277334584702,0.533195020746888,-0.6791638264030903,-0.2485217097482683,0.40068233510235024,4.203277853124574,0.7339277334584702,0.3281576590026874,14.0,78.0,2.0,0.07227179042349438
139,139,633804.0484,6209038.115,Naturalgrassland,-34.25117899,-55.54685252,781,766,381,3374,2655,1366,0.6240673886883273,0.42362869198312236,-0.629951690821256,-0.11925692486316139,0.2727272727272727,4.490953650239623,0.6240673886883273,0.320567023128575,8.0,65.0,24.0,0.10949770659110301
140,140,634650.3887,6208373.884,Naturalgrassland,-34.25705815,-55.53756003,652,720,353,3625,2266,1158,0.6951133972410568,0.5157850721304621,-0.6685845799769851,-0.2306908843999321,0.35514018691588783,4.559220679012346,0.6951133972410568,0.3235981308411215,12.0,73.0,12.0,0.111681973387516
141,141,634877.5781,6217799.668,Naturalgrassland,-34.17204911,-55.53656342,674,642,281,3210,1970,1058,0.6529351184346035,0.5042174320524836,-0.6666666666666666,-0.23938223938223938,0.3355523195340129,5.249221183800623,0.6529351184346035,0.3011889035667107,11.0,61.0,24.0,0.1043304812037632
142,142,635387.5839,6218256.562000001,Naturalgrassland,-34.16786378,-55.53110277,712,891,426,3710,2722,1522,0.6779737675260064,0.4181957186544342,-0.6126928928493806,-0.15360696517412936,0.29290817215542775,3.3273500688390327,0.6779737675260064,0.2827521206409048,16.0,78.0,0.0,0.12446812150782148
143,143,637869.4061,6220102.942000002,Naturalgrassland,-34.15089236,-55.50447763,813,817,418,3260,2744,1500,0.6007856616744415,0.3697478991596639,-0.599215109148884,-0.08594270486342438,0.22833458929917105,3.9706721758710626,0.6007856616744415,0.293119698397738,9.0,64.0,23.0,0.05931454423295535
144,144,638179.6732,6206697.317000002,Naturalgrassland,-34.27170986,-55.49897128,531,667,302,3760,2075,1036,0.752505243532976,0.5679733110925771,-0.6986672690309464,-0.2887746358183376,0.4296577946768061,4.487771106950273,0.752505243532976,0.33397621343619416,14.0,80.0,2.0,0.08410163706757534
145,145,639166.6319,6204251.624,Naturalgrassland,-34.29362688,-55.48785843,661,705,348,2716,2384,1244,0.6085282795380516,0.3717171717171717,-0.5878398129201988,-0.06509803921568627,0.22618510158013544,3.612043659775665,0.6085282795380516,0.31422271223814774,8.0,63.0,26.0,0.036083817662784436
146,146,640725.3029,6219817.459,Naturalgrassland,-34.15308487,-55.47346187,494,685,336,3754,2292,1045,0.7674199623352166,0.564492602625547,-0.6913719306150033,-0.2418127687727423,0.4249383184665022,3.9522105599659008,0.7674199623352166,0.37368894216362003,12.0,85.0,0.0,0.0792147644699955
147,147,641031.1273,6219148.107999999,Naturalgrassland,-34.15907808,-55.47003659,642,732,392,3150,2520,1346,0.6613924050632911,0.4012455516014235,-0.6228748068006182,-0.1111111111111111,0.28152969894222946,3.7741870464928784,0.6613924050632911,0.30367304707708226,7.0,72.0,17.0,0.078605219628137
148,148,641250.8663,6205917.095,Naturalgrassland,-34.27833067,-55.46549188,555,707,354,3545,2270,1149,0.7292682926829268,0.5104388581167448,-0.6674506114769521,-0.21926053310404128,0.3737647742685526,3.936138713891595,0.7292682926829268,0.32787364726528223,13.0,80.0,3.0,0.05480550668715872
149,149,641690.5433,6205715.057999998,Naturalgrassland,-34.28009219,-55.46068367,786,838,454,3104,2678,1580,0.5958868894601542,0.32536293766011953,-0.5748351090816844,-0.07367692839847803,0.1979930528753377,3.474211242815888,0.5958868894601542,0.25786754344762797,11.0,65.0,19.0,0.13700832481461142
150,150,642168.0138,6217362.017999998,Naturalgrassland,-34.17502606,-55.45741414,685,758,393,3584,2728,1450,0.6790817521667838,0.4239173619388161,-0.650852141870106,-0.13561470215462612,0.32250922509225094,4.2728747363218025,0.6790817521667838,0.3058879846816659,8.0,75.0,12.0,0.0923411749446186
151,151,642238.5373,6216797.83,Naturalgrassland,-34.1801028,-55.45655654,749,784,414,3743,2772,1460,0.6665182546749777,0.43878531616375166,-0.6536337530373315,-0.14904067536454335,0.3156414762741652,4.561099216472303,0.6665182546749777,0.31001890359168244,9.0,73.0,14.0,0.09242456545775689
152,152,642584.5035,6215858.779,Naturalgrassland,-34.1885214,-55.45264903,995,873,584,2514,2777,2025,0.43288686235394697,0.10773298083278256,-0.4844995571302037,0.04970704970704971,0.012484897301651228,3.282160894021878,0.43288686235394697,0.15660141607663475,18.0,42.0,37.0,0.0949413169962564
153,153,642880.7019,6216465.281,Naturalgrassland,-34.18301302,-55.44953574,712,741,392,2829,2538,1387,0.5978537136402147,0.3420303605313093,-0.584873949579832,-0.05422023476802683,0.21052631578947367,3.6683986515650697,0.5978537136402147,0.2932484076433121,7.0,62.0,27.0,0.09195456948123668
154,154,642771.8121,6206249.597999998,Naturalgrassland,-34.2751251,-55.44902914,659,773,413,3250,2667,1404,0.6628293681248401,0.39664804469273746,-0.6157096694009445,-0.09852966030082812,0.2757605495583906,3.5843448602494608,0.6628293681248401,0.3102431834929993,8.0,73.0,15.0,0.1009044625651371
155,155,642951.2253,6215929.302999998,Naturalgrassland,-34.18783536,-55.44868223,758,721,414,2760,2592,1508,0.5690733371233655,0.2933458294283037,-0.5857512209135306,-0.03139013452914798,0.18633139909735655,4.024461325674581,0.5690733371233655,0.26439024390243904,6.0,58.0,32.0,0.07981127998606843
156,156,643001.7932,6214651.26,Naturalgrassland,-34.19935039,-55.44792251,507,653,310,3545,2176,1026,0.7497532082922014,0.5510829140231897,-0.6888994759409243,-0.2392938297500437,0.4137587238285145,4.215002497602067,0.7497532082922014,0.3591505309181761,13.0,81.0,3.0,0.10771366209513204
157,157,643185.1541,6213889.607000002,Naturalgrassland,-34.20619172,-55.44580699,586,692,349,3282,2436,1169,0.6970010341261634,0.47472478094810155,-0.6517362858580775,-0.14795383001049317,0.33713587288653496,4.016280196464967,0.6970010341261634,0.35145631067961164,9.0,75.0,13.0,0.0694624757159568
158,158,643440.6446,6206856.142999998,Naturalgrassland,-34.26956484,-55.44186668,516,629,373,3397,2146,1157,0.7362637362637363,0.4918752744839701,-0.6875310481867859,-0.22569005953454807,0.38229908443540184,4.430410397304628,0.7362637362637363,0.2994247653648199,8.0,81.0,7.0,0.07296741361892864
159,159,643608.2946,6214072.9679999985,Naturalgrassland,-34.2044804,-55.44124597,808,846,471,3252,3010,1763,0.6019704433497537,0.29690927218344965,-0.5871156661786238,-0.038645800063877356,0.20959642923563326,3.67131096691984,0.6019704433497537,0.26126126126126126,7.0,66.0,22.0,0.11322297637240279
160,160,643967.3815,6207113.529,Naturalgrassland,-34.26717159,-55.4361898,566,683,338,3113,2211,1155,0.6923076923076923,0.4587628865979381,-0.6401475237091675,-0.16942148760330578,0.32468085106382977,3.7770622672774707,0.6923076923076923,0.3137254901960784,10.0,74.0,12.0,0.08314452600876193
161,161,644117.7582,6213094.869,Naturalgrassland,-34.21322782,-55.43555500000001,621,687,341,3488,2285,1169,0.6977366755901679,0.4979600601245437,-0.6708982035928144,-0.20838385588082453,0.3579910453572124,4.589386167311837,0.6977366755901679,0.32310364794441226,10.0,73.0,13.0,0.10418953098102621
162,162,644851.2017,6212065.227000001,Naturalgrassland,-34.22240844,-55.42742337,728,817,432,3638,2919,1526,0.6665139715987174,0.40898528272656853,-0.6332210998877665,-0.1096538050937929,0.2958147818343722,3.9678017165825956,0.6665139715987174,0.31338582677165355,8.0,75.0,13.0,0.08081530396111576
163,163,645154.4524,6210986.2179999985,Naturalgrassland,-34.23209362,-55.42395099,695,760,395,3474,2717,1374,0.6665867114415928,0.43316831683168316,-0.6410014170996693,-0.12227426910030689,0.30503380916604056,4.180107340720221,0.6665867114415928,0.32828159374236127,8.0,73.0,17.0,0.10345914452400405
164,164,646156.0868,6209404.606000002,Naturalgrassland,-34.24621176,-55.41281153,563,687,302,3528,2309,1086,0.7247616719628452,0.52925877763329,-0.6740213523131673,-0.2088401576152133,0.3889763779527559,4.208462843957972,0.7247616719628452,0.3602356406480118,13.0,77.0,7.0,0.051258532956772414
165,165,647065.0935,6202029.645,Naturalgrassland,-34.312568799999994,-55.40168526,942,879,531,2767,3292,2093,0.49204637368562953,0.13868312757201645,-0.5178277564454197,0.08664796170985312,0.08107052158624731,3.373512407444078,0.49204637368562953,0.22265552460538532,5.0,50.0,41.0,0.07486223249673755
166,166,647474.8747,6207535.736000001,Naturalgrassland,-34.26287343,-55.39817565,697,811,421,3955,2693,1353,0.7003439380911436,0.4902034664657121,-0.6596726814939152,-0.1898315282791817,0.34432358939496943,4.191192009985997,0.7003439380911436,0.33119130004943154,12.0,78.0,5.0,0.1296702417278887
167,167,647657.4902,6201846.284,Naturalgrassland,-34.31413761,-55.39521781,779,840,448,3073,2794,1603,0.5955347871235722,0.3143712574850299,-0.5706618962432916,-0.04755411624339526,0.19571984435797665,3.3926686507936505,0.5955347871235722,0.2708664998862861,9.0,65.0,22.0,0.10162679958978416
168,168,648187.7918,6199853.278,Naturalgrassland,-34.33202867,-55.38911299,821,879,485,3340,3123,1702,0.6053833213169911,0.32487108290360966,-0.5833135814173975,-0.03357573882098097,0.20904977375565612,3.5490480054773172,0.6053833213169911,0.29450777202072537,6.0,67.0,23.0,0.058851116913770235
169,169,648481.3637,6205931.085,Naturalgrassland,-34.27719592,-55.38697102,566,628,282,3241,2023,994,0.7026530076175467,0.5305785123966942,-0.6753683122253812,-0.23138297872340424,0.37417850328598684,4.651319526147105,0.7026530076175467,0.34106728538283065,11.0,70.0,16.0,0.09255877916601604
170,170,648469.8854,6200657.245,Naturalgrassland,-34.32474065,-55.38618635,533,643,334,3310,2204,1196,0.7226125422846734,0.46915224145583667,-0.6746774601568429,-0.2005803409503083,0.37344398340248963,4.267104286139282,0.7226125422846734,0.2964705882352941,8.0,78.0,9.0,0.10060121273422493
171,171,648907.9198,6205166.578,Naturalgrassland,-34.2840268,-55.38220667,624,700,379,3320,2367,1270,0.6835699797160243,0.4466230936819172,-0.6517412935323383,-0.1675751714436434,0.3219191718096755,4.2279183673469385,0.6835699797160243,0.3016222161121804,9.0,74.0,14.0,0.10480716882505461
172,172,649488.9361,6204785.557,Naturalgrassland,-34.28737816,-55.37583042,815,901,433,3649,2987,1542,0.6348566308243727,0.40589481795415144,-0.603956043956044,-0.0997588908981314,0.25870989996550536,3.6633793257214515,0.6348566308243727,0.3190549790240671,11.0,70.0,14.0,0.07831164867675047
173,173,649512.5748,6198298.871,Naturalgrassland,-34.34585104,-55.37444651,355,497,248,2509,1578,779,0.7520949720670391,0.5261557177615572,-0.669328010645376,-0.22779544898458526,0.3904128567470213,3.6059212417361315,0.7520949720670391,0.3389902418328384,5.0,78.0,13.0,0.0860881892240789
174,174,650020.926,6204859.582,Naturalgrassland,-34.2866341,-55.37006539,502,680,322,3866,2319,1084,0.7701465201465202,0.562020202020202,-0.700835899692037,-0.2501212611156023,0.4398510242085661,4.1970847750865055,0.7701465201465202,0.36291507493388186,11.0,85.0,0.0,0.06942616180572601
175,175,650486.3806,6204083.824,Naturalgrassland,-34.29356004,-55.36487467,520,667,322,3111,2176,1049,0.7135775268521068,0.49567307692307694,-0.6469031233456856,-0.17684887459807075,0.34675324675324676,3.636232858083702,0.7135775268521068,0.34945736434108526,11.0,77.0,9.0,0.07050865513783477
176,176,650739.293,6197483.426,Naturalgrassland,-34.35302425,-55.36097090000001,584,677,343,2966,2294,1182,0.6709859154929577,0.43008678881388623,-0.628328300850947,-0.12775665399239544,0.29803063457330414,3.7792590039033094,0.6709859154929577,0.31990794016110474,8.0,71.0,17.0,0.07918837267269643
177,177,650977.2937,6196725.9410000015,Naturalgrassland,-34.35981807,-55.35825081,576,622,338,2413,2119,1159,0.614586818333891,0.35106382978723405,-0.5901153212520593,-0.0648720211827008,0.22208153963028615,3.592518687772045,0.614586818333891,0.2928615009151922,6.0,62.0,28.0,0.09334476885547664
178,178,651325.6093,6204076.772000001,Naturalgrassland,-34.29350159,-55.355758,684,764,397,3521,2654,1393,0.6746730083234245,0.43304843304843305,-0.6434072345390899,-0.14040485829959515,0.31233693626537457,4.126058770318796,0.6746730083234245,0.3115888312330121,9.0,74.0,13.0,0.10290870008459556
179,179,651508.9702,6203399.747,Naturalgrassland,-34.29957805,-55.3536473,670,779,414,3866,2890,1451,0.7045855379188712,0.45420349821327816,-0.6645855758880517,-0.14446417998815866,0.3496247163553849,4.268366837441769,0.7045855379188712,0.33149043999078553,9.0,80.0,7.0,0.08442390098381895
180,180,651950.5169,6197529.908,Naturalgrassland,-34.35242822,-55.34781396,464,620,304,3254,1940,992,0.750403442711135,0.532736693358455,-0.6799173980382034,-0.25298421255294573,0.4019819043515726,3.9278251821019774,0.750403442711135,0.32332878581173263,11.0,80.0,4.0,0.08751512940660312
181,181,652086.0432,6197089.477000001,Naturalgrassland,-34.35637865,-55.34626291,498,617,314,3090,2070,1040,0.7224080267558528,0.4963680387409201,-0.6671162665227948,-0.19767441860465115,0.3675591945120602,4.042197174071223,0.7224080267558528,0.3311897106109325,9.0,77.0,11.0,0.0684384006527693
182,182,653002.8477,6197089.477000001,Naturalgrassland,-34.35624359,-55.33629755,704,815,444,3207,2745,1502,0.639989772436717,0.3620726268846889,-0.5947289905519642,-0.07762096774193548,0.24061895551257254,3.399040987617148,0.639989772436717,0.29267718389451375,8.0,71.0,17.0,0.07879143668774774
183,183,653327.5466,6202769.31,Naturalgrassland,-34.3049941,-55.33378102,713,839,426,3479,2866,1466,0.6598282442748091,0.4070778564206269,-0.6113941639647985,-0.09661150512214342,0.27505955653289355,3.5238712866926827,0.6598282442748091,0.3231763619575254,9.0,74.0,13.0,0.06311570320409667
184,184,654729.1003,6197430.79,Naturalgrassland,-34.35291031,-55.31759543,662,742,370,3164,2510,1301,0.6539466806063774,0.4172452407614782,-0.6200716845878136,-0.11526260133944308,0.2814904819765087,3.804404210954585,0.6539466806063774,0.31723956966675415,9.0,70.0,17.0,0.11976749949347629
185,185,654838.8141,6202094.613,Naturalgrassland,-34.31085175,-55.31724284,475,573,241,3365,1810,874,0.7526041666666666,0.5876385940080208,-0.7089893346876587,-0.3004830917874396,0.4460678985818651,4.868211458628388,0.7526041666666666,0.34873323397913564,10.0,74.0,12.0,0.08366618273226764
